id,eta_V_SAEM,eta_Cl_SAEM,eta_V_mean,eta_Cl_mean,eta_V_mode,eta_Cl_mode,eta_V_sd,eta_Cl_sd
1,-0.0188699,-0.00378223,-0.0165735,-0.00337661,-0.0191327,-0.00392803,0.0217437,0.00630251
2,0.0601133,0.000333535,0.0605109,0.000908283,0.057808,0.000687288,0.0232647,0.00585032
3,0.335736,-0.00109489,0.332799,-0.00209834,0.335146,-0.0011018,0.0260135,0.00579618
4,-0.185997,0.00122062,-0.181892,0.00147927,-0.184082,0.00180326,0.0158623,0.00552164
5,-0.389574,0.00249729,-0.389782,0.00154649,-0.390784,0.00195516,0.0111083,0.00526341
6,-0.0428632,-0.000173022,-0.0434188,0.00040705,-0.0437846,-0.000404122,0.0182836,0.00522055
7,0.139789,-0.000169166,0.135737,-1.75981e-05,0.138155,0.000389262,0.0215648,0.00540897
8,0.451419,0.000739387,0.449568,-0.000464305,0.448406,0.000295959,0.0301458,0.00576432
9,-0.510906,0.00328718,-0.511551,0.00376573,-0.512876,0.00355843,0.0132043,0.00590715
10,-0.0295922,-0.000228615,-0.0288193,-1.83276e-05,-0.030754,-0.000500293,0.0180388,0.00609517
11,-0.300589,-0.000846493,-0.298437,-0.00074387,-0.300507,-0.000719874,0.0156646,0.00552184
12,0.416867,0.00114064,0.417639,0.000516811,0.415114,0.000419638,0.022962,0.00607029
13,0.273676,0.000135245,0.271422,-0.000473114,0.269459,-2.15733e-05,0.025035,0.00585674
14,0.0656996,0.00177665,0.0652934,0.00100011,0.0657082,0.00187307,0.0209609,0.00511584
15,-0.201054,-0.000150411,-0.209173,-0.00210046,-0.20183,-0.000414085,0.0172671,0.00693991
16,0.0582821,-0.00235162,0.0602329,-0.000733175,0.0579383,-0.00130643,0.0229432,0.00662805
17,0.347094,-0.00538165,0.348405,-0.00393047,0.351337,-0.00484381,0.0221335,0.00538639
18,-0.184449,0.000695032,-0.185923,-0.000130609,-0.186229,0.00032427,0.0184873,0.00701951
19,-0.419378,0.000855292,-0.420876,0.000660028,-0.419924,0.000927451,0.0130491,0.00516656
20,-0.0561129,-0.00255952,-0.055165,-0.00198024,-0.0574587,-0.00263353,0.0195285,0.00612988
21,0.159157,-0.00117045,0.164763,-0.0022186,0.161444,-0.00172794,0.0200464,0.00526329
22,0.426461,0.00340135,0.426385,0.00209535,0.426507,0.00277472,0.0218955,0.00591687
23,-0.491919,0.00439138,-0.491096,0.00456705,-0.49367,0.00407552,0.0141856,0.00617225
24,-0.0711196,-0.0040805,-0.068464,-0.00306526,-0.0710172,-0.0036494,0.0175614,0.00570439
25,-0.313906,-0.00126215,-0.31402,-0.00126585,-0.316223,-0.00251726,0.012516,0.00560834
26,0.342937,-0.000177324,0.342568,-0.000624227,0.34197,-0.000561602,0.0256657,0.00444374
27,0.278801,0.00571578,0.276228,0.00593361,0.277242,0.00563738,0.024031,0.00513734
28,0.0800644,-0.00252287,0.0831941,-0.00213561,0.0811937,-0.0023508,0.0211252,0.00534014
29,-0.177908,-0.000957428,-0.179847,-0.00167911,-0.180686,-0.00171487,0.0157156,0.00564989
30,0.198453,0.000510352,0.19801,0.00152183,0.194807,3.18431e-05,0.0224162,0.00576586
31,0.345783,0.00150953,0.345645,0.000342619,0.348141,0.00123997,0.0294044,0.00600948
32,-0.217537,0.0015376,-0.213817,0.00276706,-0.219333,0.00116284,0.0164838,0.00637758
33,-0.416482,0.00271799,-0.412319,0.00434826,-0.41836,0.00180249,0.0118502,0.00486908
34,-0.0490281,0.00206921,-0.0438705,0.00276241,-0.0471638,0.00283632,0.0188921,0.00631943
35,0.138176,0.00135806,0.146277,0.00154347,0.142783,0.00192289,0.0192267,0.00515329
36,0.433862,-0.0040984,0.423908,-0.00403664,0.428222,-0.00395778,0.0234481,0.00589763
37,-0.509762,0.00214693,-0.509222,0.0014471,-0.510666,0.00137723,0.00964479,0.00502364
38,-0.0892648,0.000594974,-0.0923516,4.75074e-05,-0.0913258,-0.000213131,0.018731,0.005692
39,-0.33138,-0.00608012,-0.330983,-0.00506513,-0.330523,-0.00543221,0.0134807,0.00603654
40,0.393726,0.00272257,0.395605,0.0015745,0.396766,0.00155037,0.0260138,0.00528062
41,0.212291,0.00235597,0.21247,0.00145122,0.213538,0.00225095,0.0226155,0.00534809
42,0.0846712,0.00382247,0.0883302,0.00416763,0.0855575,0.00376837,0.0202769,0.00572785
43,-0.186669,-0.00131926,-0.186989,-0.00109016,-0.187657,-0.00113705,0.0161486,0.00613162
44,0.182545,-0.00375986,0.174918,-0.00327833,0.177393,-0.0037862,0.0240036,0.0056938
45,-0.21324,-0.00128373,-0.213067,-0.00173593,-0.214469,-0.00140813,0.0141844,0.00593233
