id,eta_V_SAEM,eta_Cl_SAEM,eta_V_mean,eta_Cl_mean,eta_V_mode,eta_Cl_mode,eta_V_sd,eta_Cl_sd
1,0.102427,-0.187908,0.106336,-0.187091,0.104612,-0.186348,0.0248414,0.0128358
2,-0.227839,0.189356,-0.222413,0.192393,-0.232171,0.186408,0.0231533,0.015153
3,-0.20837,-0.20798,-0.205535,-0.208239,-0.198353,-0.203004,0.025107,0.0135251
4,-0.183099,0.00472637,-0.194055,-0.0025629,-0.189999,0.000894189,0.0239669,0.0133203
5,0.158923,0.257371,0.150077,0.253594,0.151724,0.254374,0.0316609,0.017075
6,0.0651159,0.325516,0.0695157,0.328036,0.0645926,0.324807,0.0245543,0.0150618
7,-0.00368198,0.0230444,-0.00117669,0.0238144,-0.00187002,0.0242868,0.02195,0.0113867
8,0.204474,-0.246456,0.203586,-0.246585,0.201351,-0.245061,0.0250611,0.0145754
9,0.124175,0.031095,0.12017,0.0291248,0.12376,0.0319222,0.0247394,0.0115114
10,-0.313527,-0.122548,-0.313591,-0.121865,-0.311276,-0.121116,0.0268191,0.0161518
11,0.121398,-0.112067,0.119621,-0.112739,0.120081,-0.112524,0.029249,0.0142663
12,-0.706627,0.209376,-0.699925,0.21411,-0.703745,0.211551,0.0247635,0.0191035
13,-0.0168744,-0.148574,-0.0076304,-0.145135,-0.00702524,-0.142677,0.0262972,0.0128924
14,0.420318,-0.424821,0.423828,-0.428115,0.420223,-0.42289,0.0254283,0.0223452
15,0.529566,0.209684,0.523734,0.207227,0.530932,0.208756,0.027221,0.0125326
16,-0.212576,0.191307,-0.209489,0.192611,-0.212274,0.191597,0.0243169,0.0154434
17,-0.221107,-0.196787,-0.212605,-0.192047,-0.211009,-0.190768,0.0285534,0.0151756
18,-0.145691,0.0273576,-0.140479,0.0300517,-0.138958,0.0316186,0.0198375,0.012727
19,0.113251,0.23981,0.11296,0.239992,0.116126,0.2412,0.0231544,0.0127792
20,0.0820254,0.346237,0.082774,0.345485,0.0801271,0.344476,0.0274735,0.0171848
21,-0.0174,0.015614,-0.0112744,0.0181895,-0.0132912,0.018054,0.0263178,0.0120666
22,0.232382,-0.268136,0.234795,-0.274559,0.233288,-0.271295,0.0295692,0.0138163
23,0.137093,0.0346424,0.135889,0.0353398,0.136991,0.0358522,0.0260577,0.0138943
24,-0.332799,-0.138088,-0.32574,-0.133347,-0.329157,-0.135174,0.0248664,0.0133475
25,0.150047,-0.110699,0.155894,-0.107496,0.155105,-0.107113,0.0251263,0.0128045
26,-0.748618,0.175457,-0.739097,0.182127,-0.743826,0.178219,0.0229066,0.0173712
27,-0.0614849,-0.173859,-0.0497739,-0.167201,-0.0547656,-0.168992,0.0312302,0.0149678
28,0.364742,-0.443555,0.36187,-0.444359,0.365581,-0.441287,0.0239874,0.0211675
29,0.476073,0.188738,0.47876,0.188206,0.478512,0.190267,0.028549,0.0137053
30,-0.0802212,0.330272,-0.0895212,0.324673,-0.0874824,0.32545,0.0256839,0.0161946
31,-0.190837,-0.178956,-0.192699,-0.181432,-0.194618,-0.18062,0.0267798,0.0135393
32,-0.151441,0.0158052,-0.148366,0.0179737,-0.149414,0.018105,0.0250753,0.0134876
33,0.130063,0.232029,0.142585,0.241476,0.135283,0.236309,0.0249308,0.0139049
34,0.0703168,0.341579,0.0543011,0.330936,0.0653815,0.337947,0.0293828,0.0170668
35,0.00709571,0.023701,0.00756544,0.0240055,0.00834552,0.0249103,0.0250544,0.0138273
36,0.235301,-0.237983,0.238121,-0.238232,0.234377,-0.237123,0.0266574,0.0153895
37,0.103006,0.0112736,0.104158,0.0113097,0.104304,0.0119377,0.020556,0.0119332
38,-0.36055,-0.156254,-0.357478,-0.154374,-0.353683,-0.151615,0.0266254,0.0160074
39,0.11398,-0.146123,0.120393,-0.143769,0.110753,-0.144881,0.0266214,0.0129097
40,-0.765955,0.170214,-0.76488,0.171091,-0.759554,0.17509,0.0309414,0.0240276
41,-0.0265523,-0.165813,-0.0224811,-0.164083,-0.0218819,-0.163916,0.0210873,0.0114059
42,0.35844,-0.424026,0.364224,-0.429877,0.362558,-0.425219,0.0284552,0.0231504
43,0.579704,0.214114,0.583562,0.214369,0.580398,0.215407,0.024565,0.0134641
44,-0.0980388,0.317007,-0.111625,0.308692,-0.103447,0.313049,0.0242281,0.0154118
45,0.175874,-0.0387633,0.176208,-0.0377716,0.175473,-0.0387554,0.0258681,0.0132466
