id,V_SAEM,Cl_SAEM,V_mean,Cl_mean,V_mode,Cl_mode,V_sd,Cl_sd
1,5.79422,2.96282,5.79585,2.97351,5.79585,2.9735,0,0.045237
2,5.79422,3.24001,5.79585,3.24848,5.79585,3.24477,0,0.0390053
3,5.79422,2.58376,5.79585,2.57809,5.79585,2.58686,0,0.0351014
4,5.79422,2.60686,5.79585,2.60329,5.79585,2.6041,0,0.0417903
5,5.79422,2.57355,5.79585,2.57515,5.79585,2.57897,0,0.0419609
6,5.79422,3.1454,5.79585,3.13301,5.79585,3.1424,0,0.0540234
7,5.79422,2.57465,5.79585,2.58441,5.79585,2.57787,0,0.0439592
8,5.79422,2.75975,5.79585,2.76209,5.79585,2.76091,0,0.0573523
9,5.79422,3.23271,5.79585,3.23909,5.79585,3.23827,0,0.0472156
10,5.79422,2.64869,5.79585,2.66136,5.79585,2.65992,0,0.0366474
11,5.79422,2.93044,5.79585,2.93529,5.79585,2.93317,0,0.0448544
12,5.79422,3.00458,5.79585,2.99581,5.79585,3.00389,0,0.0393205
13,5.79422,2.57024,5.79585,2.56554,5.79585,2.5672,0,0.0384229
14,5.79422,3.11352,5.79585,3.1093,5.79585,3.11394,0,0.0460692
15,5.79422,2.63499,5.79585,2.62772,5.79585,2.63352,0,0.0449942
16,5.79422,3.2658,5.79585,3.26639,5.79585,3.27395,0,0.0505247
17,5.79422,2.54545,5.79585,2.53716,5.79585,2.55001,0,0.0367213
18,5.79422,2.59509,5.79585,2.59554,5.79585,2.59654,0,0.0401314
19,5.79422,2.54962,5.79585,2.54403,5.79585,2.55224,0,0.0350433
20,5.79422,3.20259,5.79585,3.20723,5.79585,3.20676,0,0.0483923
21,5.79422,2.6179,5.79585,2.62596,5.79585,2.62016,0,0.0521368
22,5.79422,2.75431,5.79585,2.75353,5.79585,2.76259,0,0.0473814
23,5.79422,3.26985,5.79585,3.24503,5.79585,3.27084,0,0.0508497
24,5.79422,2.65376,5.79585,2.64779,5.79585,2.65188,0,0.0451705
25,5.79422,2.96569,5.79585,2.97581,5.79585,2.976,0,0.0513533
26,5.79422,2.96256,5.79585,2.95764,5.79585,2.96336,0,0.0568596
27,5.79422,2.53236,5.79585,2.52424,5.79585,2.53566,0,0.0429699
28,5.79422,3.12486,5.79585,3.12334,5.79585,3.12658,0,0.0490338
29,5.79422,2.65127,5.79585,2.64183,5.79585,2.64829,0,0.0359965
30,5.79422,3.54858,5.79585,3.5267,5.79585,3.54557,0,0.0440687
31,5.79422,2.60687,5.79585,2.61507,5.79585,2.60974,0,0.045493
32,5.79422,2.64466,5.79585,2.64138,5.79585,2.64965,0,0.045581
33,5.79422,2.5533,5.79585,2.5547,5.79585,2.55942,0,0.0392272
34,5.79422,3.17002,5.79585,3.18326,5.79585,3.17863,0,0.0444754
35,5.79422,2.58797,5.79585,2.58415,5.79585,2.5864,0,0.0427231
36,5.79422,2.75667,5.79585,2.75612,5.79585,2.76081,0,0.04438
37,5.79422,3.26218,5.79585,3.26342,5.79585,3.26606,0,0.0416747
38,5.79422,2.6687,5.79585,2.67107,5.79585,2.67602,0,0.0374486
39,5.79422,2.96986,5.79585,2.96744,5.79585,2.97295,0,0.0459859
40,5.79422,2.9122,5.79585,2.91607,5.79585,2.91839,0,0.0408991
41,5.79422,2.56882,5.79585,2.56653,5.79585,2.5709,0,0.0426995
42,5.79422,3.09094,5.79585,3.08053,5.79585,3.08929,0,0.0495108
43,5.79422,2.65642,5.79585,2.65232,5.79585,2.66016,0,0.0493496
44,5.79422,3.5119,5.79585,3.52379,5.79585,3.51444,0,0.0520285
45,5.79422,2.65644,5.79585,2.66515,5.79585,2.66117,0,0.0419481
